id,src,txt
19590,qnli,"After completing 16 weeks of Officer Candidate School at the U.S. Naval Training Center in Newport, Rhode Island, Kerry received his officer's commission on December 16, 1966."
29799,qnli,"The vacancy rate for the municipality, in 2010[update], was 0.45%."
18585,qnli,"As of 2011[update], the city had one employee for every 137 residents, with a payroll greater than $733 million."
22954,qnli,Praetors administered civil law and commanded provincial armies.
39252,qnli,"Soviet investment in and support of Armenian industry has virtually disappeared, so that few major enterprises are still able to function."
13087,qnli,"However, only cents are in everyday use as divisions of the dollar; ""dime"" is used solely as the name of the coin with the value of 10¢, while ""eagle"" and ""mill"" are largely unknown to the general public, though mills are sometimes used in matters of tax levies, and gasoline prices are usually in the form of $X.XX9 per gallon, e.g., $3.599, sometimes written as $3.599⁄10."
21598,qnli,The state economy was largely defined by ranching and mining.
57511,qnli,"The state owns the school property, which is vested in the trustees in perpetuity."
10947,qnli,"Armenia has had strong economic growth since 1995, building on the turnaround that began the previous year, and inflation has been negligible for the past several years."
3595,qnli,"When asked about the name, Bulsara explained, ""I thought up the name Queen."
