id,src,txt
193171,books,"kotak nodded and told him , follow me , i have a private study in my apartments ."
153097,books,"he heard someone approaching and turned around as he said , hello , jawen ."
5398,books,"interrupted warin and then bowed his head acknowledging his lack of respect , begging your pardon my lord ."
60277,books,"they shrugged and oaka held out his hand as he informed the windfollower , my good man , you can all stay in my courtyard and if there isnt enough room , ill talk to some of my friends about parking your wagons ."
110981,books,"he smiled slightly he relief , but at least you have managed to allay my worst fears and misgivings in regards to todays events ; the master is fully in control of the situation and therein i shall be content ."
119254,books,"he was enjoying the irony immensely when the brother returned and said quietly , i have arranged a room for you , if you would wish it ."
166433,books,"he works at the bookstore , too , and he was talking about doing some special promotions ."
36773,books,"she continued , you really have to be careful with this weather , karen said as she pulled back , still holding him in her arms , and looked at him in the face , i told you not to wear your red coat today ."
163737,books,"colling decided to try another approach , and said , i know someone who knew sosabowski ."
47662,books,if you need feed for your horse just give a copper to ferric when you stable your horse .
