id,src,txt
179786,books,"`` i 'm sorry , '' jason said around a lump in his throat ."
75824,books,my accessories were the most difficult to part with .
82134,books,"he has a graphic novel , craig thompson 's goodbye , chunky rice , hidden on his lap ."
39230,books,"`` do n't , nathan ."
10330,books,"whatever cole had done , however he 'd worked his way inside my defenses , i could n't break free of him , and i most certainly could n't forget the way that kiss had felt ."
3928,books,they also found a bundle of bank notes and some of the stock certificates that were missing .
42875,books,`` what does that mean ? ''
16214,books,`` it 's not possible .
71866,books,"no matter the time of day or how bad the traffic congestion , kat always drove as if the daimons were after them ."
91760,books,never .
