id,src,txt
17675,qnli,"; simplified Chinese: 福建话; pinyin: Fújiànhuà; Pe̍h-ōe-jī: Hok-kiàn oē) or Quanzhang (Quanzhou–Zhangzhou / Chinchew–Changchew; BP: Zuánziū–Ziāngziū) is a group of mutually intelligible Min Nan Chinese dialects spoken throughout Southeast Asia, Taiwan, and by many other overseas Chinese."
11743,qnli,"Hyperthymesia, or hyperthymesic syndrome, is a disorder that affects an individual's autobiographical memory, essentially meaning that they cannot forget small details that otherwise would not be stored."
30344,qnli,"Korsakoff's syndrome, also known as Korsakoff's psychosis, amnesic-confabulatory syndrome, is an organic brain disease that adversely affects memory by widespread loss or shrinkage of neurons within the prefrontal cortex."
52206,qnli,"Franco-German War), often referred to in France as the War of 1870 (19 July 1870 – 10 May 1871), was a conflict between the Second French Empire and the German states of the North German Confederation led by the Kingdom of Prussia."
43125,qnli,"Popper contrasts his views with the notion of the ""hopeful monster"" that has large phenotype mutations and calls it the ""hopeful behavioural monster""."
23045,qnli,"The judges used their one save on Abrams on the Top 11, and as a result this was the first season that 11 finalists went on tour instead of 10."
44284,qnli,"In the first three seasons, the semi-finalists were split into different groups to perform individually in their respective night."
41279,qnli,"In season twelve the Las Vegas round became a Sudden Death round, where the judges had to choose five guys and five girls each night (four nights) to make the top twenty."
44747,qnli,"In Central Catalan, unstressed vowels reduce to three: /a"
53759,qnli,"Following the death of Grand Prince Igor in 945, his wife Olga ruled as regent in Kiev until their son Sviatoslav reached maturity (ca."
