id,src,txt
27146,qnli,"There were aspirated stops at three places of articulation: labial, coronal, and velar /pʰ"
33359,qnli,Many smaller reception rooms are furnished in the Chinese regency style with furniture and fittings brought from the Royal Pavilion at Brighton and from Carlton House.
33166,qnli,"Although Westinghouse achieved its first practical induction motor in 1892 and developed a line of polyphase 60 hertz induction motors in 1893, these early Westinghouse motors were two-phase motors with wound rotors until B. G. Lamme developed a rotating bar winding rotor."
55890,qnli,From the roundoff position the gymnast travels backwards and executes a backhandspring so that the hands land on the vaulting table.
45839,qnli,"Some rock musicians today use mandolins, often single-stringed electric models rather than double-stringed acoustic mandolins."
34036,qnli,A doubled aspirated affricate has a longer hold in the stop portion and then has a release consisting of the fricative and aspiration.
6541,qnli,"21.4% in 2012 declared themselves as unchurched i.e. not affiliated with any church or other religious body (Agnostic, Atheist, or just not related to any official religion)."
35851,qnli,"corresponds to Eastern Armenian aspirated /tʰ/ and voiced /d/, and Western voiced /d/ corresponds to Eastern voiceless /t/."
35127,qnli,"Since such conversion was not well developed in the late 19th century and early 20th century, most early electrified railways used DC and many still do, particularly rapid transit (subways) and trams."
37799,qnli,"Although most aspirated obstruents in the world's language are stops and affricates, aspirated fricatives such as [sʰ], [fʰ] or [ɕʰ] have been documented in Korean, in a few Tibeto-Burman languages, in some Oto-Manguean languages, and in the Siouan language Ofo."
