id,src,txt
35758,qnli,"He achieved the oath that he made with his soldiers, after the decisive Capture of Kufra."
32506,qnli,"Because the five solas are the main tenets of the Protestant faith, non-denominational groups and organizations are also considered Protestant."
44997,qnli,"Henceforth Renaissance humanism, particularly in the German North, became concerned with religion, while Italian and French humanism concentrated increasingly on scholarship and philology addressed to a narrow audience of specialists, studiously avoiding topics that might offend despotic rulers or which might be seen as corrosive of faith."
22308,qnli,About half the population lives below the international poverty line of $1.25 (U.S.) a day.
21352,qnli,"It damaged 2,000 buildings in Charleston and caused $6 million worth of damage ($133 million in 2006 dollars), at a time when all the city's buildings were valued around $24 million ($531 million in 2006 dollars)."
1436,qnli,"Nasser felt that the Free Officers were not ready to move against the government and, for nearly two years, he did little beyond officer recruitment and underground news bulletins."
6211,qnli,"A close relationship between angiosperms and gnetophytes, proposed on the basis of morphological evidence, has more recently been disputed on the basis of molecular evidence that suggest gnetophytes are instead more closely related to other gymnosperms.[citation needed]"
24696,qnli,"Weinreich's Identity Structure Analysis (ISA), is ""a structural representation of the individual's existential experience, in which the relationships between self and other agents are organised in relatively stable structures over time … with the emphasis on the socio-cultural milieu in which self relates to other agents and institutions"" (Weinreich and Saunderson, (eds) 2003, p1)."
42534,qnli,"Despite criticism from other European nations, who stated Portugal's drug consumption would tremendously increase, overall drug use has declined along with the number of HIV infection cases, which had dropped 50 percent by 2009."
37128,qnli,"In North Africa and Spain, the Maghribī style was popular."
