id,src,txt
2992,books,"i clear my throat , then explain my lateness ."
147071,books,"i asked , in as neutral a tone as possible ."
106365,books,"she gasped , her vision going black in thecorners , feeling as though she 'd been pierced with a knife ."
37991,books,one from joel .
34631,books,"`` sorry , reborn this way . ''"
9109,books,so what ?
123991,books,he asks .
88909,books,"this month , jenny was going to lose her welfare payments , but even that didnt seem to worry her ."
65445,books,"desperately , i look around for something to help me through ."
89344,books,"if i had any doubts about her interest before , they were wiped out by seeing her sitting in a barely there skirt and a partially unbuttoned blouse ."
