id,src,txt
161808,qqp,Did Ma Long play in the Ittf world cup 2016?
143569,qqp,"Why did Severus Snape said ""Yes, but he thinks it is her son?"""
62334,qqp,Song similar to tremor by Martin garrix?
94195,qqp,Will NEET 2017 be held on June?
79712,qqp,Will MUOET be discontinued in 2017 due to NEET 2017?
69350,qqp,Was Jaqen H'ghar afraid of Arya?
10727,qqp,Is Deniz Arcak popular or was popular in Turkey?
78657,qqp,Will the spot round be held in JoSAA 2016?
134466,qqp,Does the Teradek Vidiu work on Ubuntu 14.04?
76642,qqp,Which is the best free VPN 2016 to download Torrents?
