id,src,txt
108788,books,darkfest wiped his hands on his trousers .
97096,books,"hethe shook his head , furious ."
36231,books,"queltin came towards him , and lifted his sword for a killing blow ."
84402,books,he lifted the cane and pointed it at lee .
4305,books,"when he did , the cop went on in a quiet voice filled with warning ."
16507,books,as they reached the steps of the bus abe turned to the man .
90359,books,"skale stood up and took off his cloak , then held it out ."
173958,books,"liam waited until beck disappeared again , then turned back to hammer ."
5125,books,arya stood in the shadows of the stairwell and watched him .
169663,books,valentine used his free hand to deal magnus a blow that sent magnus staggering back .
