id,src,txt
47472,qnli,"Plans for a post-war division of the Ottoman Empire, which had joined the war on Germany's side, were secretly drawn up by Britain and France under the 1916"
12006,qnli,"A Croatian follower of Vuk Karadžić, Ivan Broz, noted that for a Dalmatian to identify oneself as a Serb was seen as foreign as identifying oneself as Macedonian or Greek."
30012,qnli,"Although offering little guidance for how to set up these councils, Gaddafi claimed that they would offer a form of direct political participation that was more democratic than a traditional party-based representative system."
8139,qnli,"With preceding legal institutions abolished, Gaddafi envisioned the Jamahiriya as following the Qur'an for legal guidance, adopting sharia law; he proclaimed ""man-made"" laws unnatural and dictatorial, only permitting Allah's law."
8541,qnli,OKL had not been informed that Britain was to be considered a potential opponent until early 1938.
11625,qnli,"Only the Estonian Independent Signal Battalion showed resistance to Red Army and Communist militia ""People's Self-Defence"" units in front of the XXI Grammar School in Tallinn on 21 June."
15933,qnli,"Although official German air doctrine did target civilian morale, it did not espouse the attacking of civilians directly."
18267,qnli,The attitude of the Air Ministry was in contrast to the experiences of the First World War when a few German bombers caused physical and psychological damage out of all proportion to their numbers.
34012,qnli,"But the scientific classification of phenotypic variation was frequently coupled with racist ideas about innate predispositions of different groups, always attributing the most desirable features to the White, European race and arranging the other races along a continuum of progressively undesirable attributes."
8408,qnli,They kept the systems of government that they had developed as separate colonies but also would have a federal government that was responsible for matters concerning the whole nation.
