id,src,txt
57171,wiki,"The parish council raises its own tax to pay for these services, known as the parish precept, which is collected as part of the Council Tax.  "
57168,wiki,A parish council is responsible for providing and maintaining a variety of local services including allotments and a cemetery; grass cutting and tree planting within public open spaces such as a village green or playing fields .
154429,wiki,It serves the town six times a day (not Sundays) providing services to Longford via Drumlish and Cavan.
196498,wiki,"It provides a single tier of local government with responsibility for almost all local government functions within its area including local planning and building control, local roads, council housing, environmental health, markets and fairs, refuse collection, recycling, cemeteries, crematoria, leisure services, parks, and tourism."
62009,wiki,"The parish council's role also includes initiating projects for the maintenance and repair of parish facilities, as well as consulting with the district council on the maintenance, repair, and improvement of highways, drainage, footpaths, public transport, and street cleaning."
9714,wiki,"The parish council's role also includes initiating projects for the maintenance and repair of parish facilities, as well as consulting with the district council on the maintenance, repair, and improvement of highways, drainage, footpaths, public transport, and street cleaning."
141477,wiki,"The parish council's role also includes initiating projects for the maintenance and repair of parish facilities, as well as consulting with the district council on the maintenance, repair, and improvement of highways, drainage, footpaths, public transport, and street cleaning."
169673,wiki,"The parish council's role also includes initiating projects for the maintenance and repair of parish facilities, as well as consulting with the district council on the maintenance, repair, and improvement of highways, drainage, footpaths, public transport, and street cleaning."
34750,wiki,"The parish council's role also includes initiating projects for the maintenance and repair of parish facilities, as well as consulting with the district council on the maintenance, repair, and improvement of highways, drainage, footpaths, public transport, and street cleaning."
46245,wiki,"In ancient Turkic folk religion and myth, Yalçuk is the divine embodiment of the Moon."
