id,src,txt
10114,qnli,"Monastic communities were allowed to celebrate Mass in private from 1209 onwards, and late in 1212 the Holy Viaticum for the dying was authorised."
24683,qnli,"According to Welch, these seizures would have been seen by those around him as convincing evidence for the superhuman origin of Muhammad's inspirations."
7545,qnli,"She was later to say that Bell dedicated his life to the penetration of that ""inhuman silence which separates and estranges."""
38997,qnli,"From 1609 through 1614, the Spanish government systematically forced Moriscos to leave the kingdom for Muslim North Africa."
4029,qnli,"Although the exact pre-contact population of the Americas is unknown, scholars estimate that Native American populations diminished by between 80 and 90% within the first centuries of contact with Europeans."
45356,qnli,"To prevent the risk of an arc being drawn across from one section of wire to earth, when passing through the neutral section, the train must be coasting and the circuit breakers must be open."
28138,qnli,"In English-speaking countries, bound volumes of comics are called graphic novels and are available in various formats."
40921,qnli,"During the five-years from the end of 2004 through 2009, worldwide renewable energy capacity grew at rates of 10–60 percent annually for many technologies."
7606,qnli,The Democrats gained a majority in both houses in the 1954 election.
22062,qnli,"According to the Statistical Institute of Catalonia in 2008 the Catalan language is the second most commonly used in Catalonia, after Spanish, as a native or self-defining language."
