id,src,txt
143230,qqp,What is the meaning of the song 'Losing My Religion' by R.E.M.?
126478,qqp,What is the average match rate for guys on Tinder?
75440,qqp,What is a good biography of Li-Ka-Shing?
75086,qqp,How do you simplify √(75yz^2)?
140039,qqp,Where do I find a graphic designer for my business?
10240,qqp,What is difference between diffusion and osmosis?
105333,qqp,I haven't slept in a few days what can I do?
97388,qqp,How can I draw a realistic object?
60452,qqp,Double a penny every day for 30 days. How many dollars do you have?
35287,qqp,What is the purpose of existance?
