id,src,txt
12719,qqp,Why does the Indian Rupee (or any other currency) depreciate or appreciate with respect to Dollar (or any other currency)?
60065,qqp,Can somebody explain to me how rappers write their lyrics in the studio?
98752,qqp,"When black holes form from a star collapsing, why do they become black holes? Won't they have the same amount of mass as the original star, just more dense?"
78432,qqp,"How can I say two people fall in love with each other? Except ""fall in love "",is there any other words or phrases to express the same meaning?"
81314,qqp,"Who said ""If voting changed anything, they'd make it illegal""?"
105775,qqp,"If 'a' is proportional to 'b', then whether a depends on b or b depends on a?"
121467,qqp,"Which one is better for economy, demand deposit or time deposit?"
71654,qqp,"If energy changes from one state to another, from where does an electron get it's energy to rotate around the nucleus?"
49019,qqp,What is the difference between annuity and pension?
3718,qqp,"How can you explain, in simple terms, that time doesn't exist and the past, 'now' and future exist simultaneously? Why do we perceive time and cannot perceive what is really there? If time doesn't exist, why do we age?"
