id,src,txt
106211,qqp,"I have liked a guy for 3 years. Recently, he told me that he likes me. He knows that I like him but recently, when my best friend found out, she said that she liked him. He told her that he likes her too but that he likes me more. I don't know if he is using me or if he actually likes me. What should I do?"
13749,qqp,"I am slim with a body mass index of 19 and 15% body fat. Its funny, my 4 packs in abdomen are visible but how do I get rid of tummy in lower abdomen?"
90341,qqp,I am having tennis elbow since last 9 months and still suffering by pain .doing some exercises but it it not healing.what should I do?
159651,qqp,"I am 20 y man""Can fitness model man (Lazar Angelov) be a MMA fighter? I want to mix between a beautiful body from fitness strong from MMA I love both."
48659,qqp,"My Brahmin friend was close to a non-Brahmin guy. She never realized that she was getting too attached to him. He has become a part of her life now. But when she got to know that he is getting married, she lost herself. She went mad and is not able to accept this fact. How can this be fixed?"
64763,qqp,"I love a guy, he loves me too. We guys are in a serious relationship and ready  to  get marry,  but my family will never support this relationship and will never give permission as the guy is not of my caste. I also tried to ask my elder sister but she said it's impossible. My dad forcing me to see some other guys for marriage. Also dad has already surrounded with lot of tensions. He wants me to get settled in life as early as possible. My family always supported me immensely . I love my family a lot. On the other hand I am very much attached with that guy. What should I do?"
160293,qqp,"I have a boyfriend that doesn't like when I go to parties with my family. The next day he asks about, who I danced with and what I wore. He also asks me to take a picture of what I wore and send it to him. He says he's just caring, but I don't feel like he is. Is it caring or controlling?"
112683,qqp,I am 19 years old girl and my height is 5'3. How can I increase my height?
145504,qqp,Why almost all the black rappers uses the word N in their every song? Sometimes its okay but each and every song that is to much..
161342,qqp,I ran a 8:45 for a 3 km when I was 16 years old but now I have to run a 5 km because I am 20 but I struggle to race 5 km what should I do?
