id,src,txt
173001,wiki,Inclusive fitness is described as a combination of one's own reproductive success and the reproductive success of others that share similar genes.  
138542,wiki,"IJV has not adopted a position on the question of a one-state versus a two-state solution, but believes it is crucial for Israelis and Palestinians to have fully equal rights in any solution."
45852,wiki,"Codependency initially focused on a codependent partner enabling substance abuse, but has become more broadly defined to describe a dysfunctional relationship with extreme dependence on or preoccupation with another person."
152886,wiki,"One further goal, against Sportivo Luqueño, followed as Rojas featured thirty-four times across 2015 and 2016."
92698,wiki,"In modern times process theology, open theism and Christian panentheism have tried to look at God as the Being who is not only the Source and Ground of all being but also influenced by the people and processes of the world which he created and to which he belongs—rejecting or at least amending the classical medieval doctrine of impassibility."
105081,wiki,Dualism views consciousness as either a non-physical substance separate from the brain or a non-physical property of the physical brain.
188531,wiki,"Unlike modernism, postmodernism does not have faith in master narratives of history or culture or even the self as an autonomous subject."
43370,wiki,"Erasmus held that, as the creator of both the cosmos and mankind, God was so intimately familiar with his creations that he was capable of perfectly predicting events which were to come, even if they were contrary to God's explicit will."
68359,wiki,"Gandhi's Satyagraha movement was based on a belief in resistance that was active but at the same time nonviolent, and he did not believe in using non-resistance (or even nonviolent resistance) in circumstances where a failure to oppose an adversary effectively amounted to cowardice."
188521,wiki,Modernism is a paradigm of thought and viewing the world characterized in specific ways that postmodernism reacted against.
