id,src,txt
25356,wiki,"The mountain brook lamprey is found in gravel riffles and sandy runs of clean, clear streams and in the sand, mud and debris in pools and backwaters."
142269,wiki,"""...I didn't want to be called ""A$AP 212"" because it don't flow right."" says Philips."
197441,wiki,"The display was a portrait-style 15 inch (38 cm) Sony Trinitron, with 800×1024 pixel resolution."
129807,wiki,"The fertilized eggs (and later the larvae) are planktonic, floating with the currents until the larvae develop the strength to determine their own way."
163651,wiki,Calvine was the outgrowth of two smaller high schools.
148757,wiki,"""The Streak"" began in the spring of 1973 and came to an end on April 12, 2005, when the Panthers were defeated in a match by Smithtown High School."
60147,wiki,"In 1854, the elder Rowand, on his way to retirement, visited his son."
149457,wiki,"The National Housing Act of 1934 established the Federal Housing Administration (FHA) to try to encourage home ownership during the Great Depression, but another consequence was redlining."
172558,wiki,The maps include information on the location of dedicated bike infrastructure.
38266,wiki,He also finds out about another secret family Shantimoy has which nobody knows about.
