id,src,txt
146769,books,briksan didnt realize he had strayed so far away from them .
137888,books,daelin didnt see anyone else .
11778,books,im sleeping in the suv .
57303,books,"ive been out on a few dates with a girl named , kimber morrey ."
131891,books,making love with a man she couldnt have a future with .
139835,books,threw him a wave he didnt see .
47712,books,ian pursuing his cinderella .
23937,books,"dirk snarls his lips , ugly and doesnt disappear ."
145480,books,lorz didnt dare ask what would happen if all didnt go well .
99113,books,"looks like ive missed all the fun , he said , looking over ritcherds shoulder into the empty dining room ."
