id,src,txt
129276,qqp,Has the president of the United States ever had to go into the bunker?
11335,qqp,What is life without dreams?
89522,qqp,What problems do people have?
123675,qqp,Does hair gel makes the hair white?
124742,qqp,How is the strength of a human bite compared to an alligator bite?
143443,qqp,What do you always eat in the morning that makes you feel full of energy?
24294,qqp,How do I teach myself to read?
112225,qqp,I have 6 months in hand. Can I complete BM Sharma (Cengage) in this time?
134616,qqp,When did Shri Hanuman and Shri Ram had a fight between them?
8890,qqp,Can you change the iPhone 5/5C/5S battery? How much does it cost?
