id,src,txt
1172,wiki,The event was previously known as the Ashford Castle Stakes and the Stayers Plate.
24723,wiki,"He was a Member (MP) of the Parliament of England for Preston in 1586 and 1589, Lancaster in 1597 and 1604, and Lancashire in 1601."
118637,wiki,"When the parish of Wharton was created in 1843, initially as a district of Davenham parish (it was not until 10 March 1860 that Wharton became a separate ecclesiastical parish), the Wharton Bridges chapel was replaced by a new chapel of ease."
30754,wiki,"The per capita income for the CDP was $17,643."
184138,wiki,"The per capita income for the CDP was $17,448."
154177,wiki,"In 1951, a scene of John Ford's The Quiet Man in which John Wayne and Maureen O'Hara cross a river was shot next to Thoor Ballylee."
106303,wiki,"The per capita income for the CDP was $15,756."
78621,wiki,"In 1952, Lawrence Katilunga of the African Mineworkers' Union explained the link between the conclusions of the Dalgleish Report and his union's negotiating stand: ""The Dalgleish Report is still on the shelf and we want it taken down and implemented."
16209,wiki,The fifth caution of the race flew on lap 185 after Austin Dillon had a right-front tire blowout in turn 3.
93794,wiki,"The per capita income for the CDP was $51,095."
