id,src,txt
73514,qqp,"South American warrior tribes vs European Viking warriors [men & women], which one will win? PART TWO View ChangesThank"
99968,qqp,Lawrence Lessig: Do you agree with John Rawls' theory of justice?
134692,qqp,Is surgical attack by India is not first one as congress claims?
84919,qqp,Do you agree with Lao Tzu's description of the superior man?
103006,qqp,Why so much hate for illegal immigrants? (USA)
132698,qqp,"S&P sticks to India rating; no change this year or next, why and what are affects?"
6512,qqp,Allegation of jobless economic growth in India: Is there any truth in the allegation or is it racist Western propaganda? See detail.
78145,qqp,"Why does the U.S. respect the black-box operated, private and temporary Arbitration, but oppose the UN International Court of Justice?"
16454,qqp,What are some examples of government failures? (Economics)
23212,qqp,Summary on the thief by ruskin bond?
