id,src,txt
5949,qqp,How can I be a good brother (20 yrs) for my younger sister (18 yrs)? She has no sister and and its hard for someone like me to understand her
142384,qqp,रिक्त स्थान भरो :-एक _____औरत _____पर बैठकर _____ गीत गा रही थी |उस _____ से दूर दूर तक _____ही दिखाई देती थी |इन पाँच खाली जगह पर एक ही शब्द आएगा
54740,qqp,Maksad nahin hai kya?
89301,qqp,Can I apply for a Master's Degree in EECS at MIT with B.S. in Computer Engineering and get accepted?
115184,qqp,How can I travel to Syria and fight AGAINST ISIS? I have been diagnosed with cancer all over my body. I want to take them out with me
132779,qqp,"I love creating ""explainer videos""! How can I make a living doing this kind of work?"
36569,qqp,What are some of the best songs by Arijit Singh?
149279,qqp,"My brother, dad and grandad all had diabetes. How can I prevent myself from getting it?"
125344,qqp,Why are beautiful girls so rude all the time? I saw a girl crying and I went to ask if I can help and she became very rude and told me to go away.
95230,qqp,How can I apply for an internship at DMRL Hyderabad.
