id,src,txt
100497,wiki,"First Minister Carwyn Jones said of the appointment: ""Raj isn’t only a personal friend to me but also to Wales."
143816,wiki,"Samberg said ""I've been a SpongeBob fan for years, so I was honored to be asked."
45398,wiki,"Of the character's introduction, Jane Simon of the Daily Mirror observed: ""Since Malick's departure there's been a gap at Holby for a ridiculously over-confident registrar."
45267,wiki,"Of his casting, McFadden stated ""I'm absolutely thrilled to be joining the cast of such a successful show and becoming part of the staff at Holby City."
180165,wiki,"Rich Juzwiak of Gawker praised ""Die in Your Arms"", and commented, ""the break that Bieber sings over makes me melt in the same way his anime eyes makes little girls melt (Bieber still has them melting, right?)."
140926,wiki,"He once wrote:""Nije lak posao vladici u Dalmaciji i sa takozvanom pravoslavnom inteligencijom."
201406,wiki,"On 4 April 2014, in the wake of the annexation of Crimea, the franchises of the fast-food restaurant McDonald's were unable to continue because they had been cut off by their Ukrainian franchisor."
71016,wiki,"Manchester Piccadilly via Styal Line Additionally, by running services from Cheshire through the airport, these could hypothetically continue through to Manchester Piccadilly via the Styal Line."
90847,wiki,"The American government also described the intervention as intra-African, with Carter announcing ""We are not taking a position on such action by one African state at this point in response to requests for aid from another African state."
186788,wiki,"The prison had been designed in the mid-19th century by Skarbek's great-great-uncle Fryderyk Skarbek, a prison reformer and Frédéric Chopin's godfather, who had been tutored in French language by Chopin's father."
