id,src,txt
9646,qnli,"In 2012, Beyoncé signed a $50 million deal to endorse Pepsi."
18574,qnli,"The galvanic cell and the process of galvanization were both named for Luigi Galvani and these discoveries paved the way for electrical batteries, galvanization and cathodic protection."
44401,qnli,"The situation was difficult for the church, which struggled under Soviet rule."
3677,qnli,"Kings, princes and, beginning in 1295, Roman Catholic cardinals began to wear red costumes."
8544,qnli,"Rather than being assembled by hand, mosaics designed using computer aided design (CAD) software can be assembled by a robot."
48404,qnli,"It later became a meeting place of the King's Great Council and the Commons, predecessors of Parliament."
27009,qnli,"In October 2008, Tom Benson announced that the New Orleans VooDoo were ceasing operations and folding ""based on circumstances currently affecting the league and the team""."
45259,qnli,"Because of its association with nature, it is the color of the environmental movement."
1847,qnli,"Height limits in the Melbourne CBD were lifted in 1958, after the construction of ICI House, transforming the city's skyline with the introduction of skyscrapers."
21998,qnli,"Other widely used alloys that contain zinc include nickel silver, typewriter metal, soft and aluminium solder, and commercial bronze."
