id,src,txt
27034,wiki,"Through the intrigues and bribery of Catherine II of Russia the Confederation of Targowica was formed, to which belonged the adherents of the old order of things."
60103,wiki,"It is composed of representatives of the factions of the German Bundestag, the federal government, and all federal states."
53730,wiki,"By 2015, Pennsylvania is spending over $27 billion on public education (local, state and federal resources combined)."
186704,wiki,"He grew up in a poor family; his father was a Pontic Greek shoemaker, Ivan Khristoforovich Kuindzhi (sometimes spelt Emendzhi)."
55930,wiki,Akoon-Purcell played in only 7 games with the Nuggets throughout the entirety of his two-way contract.
43359,wiki,De libero arbitrio diatribe sive collatio (literally Of free will: Discourses or Comparisons) is the Latin title of a polemical work written by Desiderius Erasmus of Rotterdam in 1524.
159947,wiki,"Cordero has worked largely in comedy, appearing in such televisions shows as Drunk History, the Kroll Show, Silicon Valley, The Office, Brooklyn Nine-Nine, Bajillion Dollar Propertie$, Veep, The Good Place, and Crazy Ex-Girlfriend."
103101,wiki,"The wilderness is named after its second tallest mountain, 13,294-foot (4,052 m) James Peak."
183002,wiki,"Capitol returned the band's newest recordings and released a greatest hits album, Capitol Punishment: The Megadeth Years, with two new tracks: ""Kill the King"" and ""Dread and the Fugitive Mind""."
195381,wiki,"""Beginning as early as 1865 in San Francisco, Coolbrith held literary meetings at her home, hosting readings of poetry, and topical discussions, in the tradition of European salons."
