id,src,txt
55738,qnli,"More than 12,000 miles (19,000 km) of roads make up the state's major highway skeleton, including state-operated highways, ten turnpikes or major toll roads, and the longest drivable stretch of Route 66 in the nation."
28714,qnli,"Boundary scan testing requires that all the ICs to be tested use a standard test configuration procedure, the most common one being the Joint Test Action Group (JTAG) standard."
4297,qnli,"There were 35,099 applications for the undergraduate class of 2020 (entering 2016), and 3,751 (10.7%) were admitted, making Northwestern one of the most selective schools in the United States."
53893,qnli,"The country's education sector is hampered by inadequate schools and supplies, as well as a lack of qualified teachers."
39488,qnli,"Nanjing is an industrial technology research and development hub, hosting many R & D centers and institutions, especially in areas of electronics technology, information technology, computer software, biotechnology and pharmaceutical technology and new material technology."
27233,qnli,"He discouraged Syria and Palestinian guerrillas from provoking the Israelis, conceding that he had no plans for war with Israel."
51928,qnli,Individual states and localities offer nonprofits exemptions from other taxes such as sales tax or property tax.
48485,qnli,Don Bosco is Brasília's patron saint.
38725,qnli,"However, as in other countries, there is still mentionable influence of representatives of state and economy on media in Namibia."
26565,qnli,"Originally the city planners envisioned extensive public areas along the shores of the artificial lake, but during early development private clubs, hotels, and upscale residences and restaurants gained footholds around the water."
