id,src,txt
28786,qqp,"In documentary program """"Barbarians ""The Mongols"""" for History Channel, why are white actors portraying Mongols instead of Asian actors?"
37367,qqp,"In Wolverine 2013 film, where is Victor in World War 2 Japan when Logan was left alone in the well?"
99812,qqp,Why was Nebraska (2013 movie) shot in black and white?
68972,qqp,U.S. Immigration: Can an H1-B visa be extended by future employers beyond 6 years based on an approved I-140 through the previous employer?
93989,qqp,GOP Presidential Nomination Race (2011-12): Is Paul Ryan a viable candidate for President?
22099,qqp,Lost UAE driving license outside UAE. How to get new license when you no longer hold a visa of UAE?
94732,qqp,Which is the best english radio channel in Delhi and also its frequency no?
36235,qqp,House of Cards (Netflix series): Is Frank Underwood a utilitarian?
48570,qqp,History: When was the Ottoman Empire most powerful?
42777,qqp,"E mail address of frank Heile, Stanford U?"
