id,src,txt
127267,qqp,"If a triangle has two sides of equal length, can we conclude it as an Isosceles triangle?"
18079,qqp,Can it be proven that a set G subset of X is open if X-G is closed?
84199,qqp,Is linear momentum conserved during the collision of two bodies from opposite direction as it is conserved during the collision from same direction?
53484,qqp,To what extent are Thai and Lao (Laotian) mutually intelligible?
39944,qqp,"When do the numbers x, y not satisfy the system of inequalities 3≤x≤5 and |x−y|<1?"
78655,qqp,How can I prove that (A × B) − (C × D) = (A − C) × B ∪ A × (B − D)?
112972,qqp,"If a, b and c represent the vectors determined by the sides of a triangle ABC (taken in order), then how I prove that |b×c|=|c×a|=|a×b| and hence? How do I show that (a-b) ×(a+b) =2(a×b)?"
151348,qqp,"If the integers a,b are coprime, then does it follow that for any positive integers, [math]a^l[/math] and [math]b^m[/math] are coprime as well?"
121770,qqp,Do annealed hypereutectoid steels have more hardness than normalized hypereutectoid steel?
154108,qqp,"How do I prove that if A, B and C are sets, then A × (B −C) = (A ×B) − (A ×C)?"
