id,src,txt
5996,books,"i 'm echo leveaux , and this is brayden mackellan , vance lawson , mim lang , atticus vaughn , and will wolf , and we are echo the stars ."
152827,books,rescued her from the scrap yard and rebuilt every piece of her with his own two hands .
74928,books,"we met this man , and hes basically a laborer ."
49474,books,"theres additional powder and shot in the bottom drawer and there are rifles in this box , harrison said leaning over a long wooden box , opening it briefly to display the guns ."
118961,books,"dave wasnt laughing , so miller continued ."
60277,books,"they shrugged and oaka held out his hand as he informed the windfollower , my good man , you can all stay in my courtyard and if there isnt enough room , ill talk to some of my friends about parking your wagons ."
10271,books,footsteps nearby prompted rumiko to grab his hand and pull him behind the overhanging leaves of a willow tree .
149258,books,the fib and i.s .
154664,books,"as an experiment , one time poncey tried to distract him with some magazines filled with naked women the old kind , when black rectangles blocked out the models eyes which hed found tucked away in a hayloft where he didnt belong ."
157602,books,"captain juna and gnat left as fato groaned and said , hes never going to wake up !"
