id,src,txt
34207,qnli,"The Super Nintendo Entertainment System (officially abbreviated the Super NES[b] or SNES[c], and commonly shortened to Super Nintendo[d]) is a 16-bit home video game console developed by Nintendo that was released in 1990 in Japan and South Korea, 1991 in North America, 1992 in Europe and Australasia (Oceania), and 1993 in South America."
20746,qnli,The iPod is a line of portable media players and multi-purpose pocket computers designed and marketed by Apple Inc.
19440,qnli,"The BeiDou Navigation Satellite System (BDS, simplified Chinese: 北斗卫星导航系统; traditional Chinese: 北斗衛星導航系統; pinyin: Běidǒu wèixīng dǎoháng xìtǒng) is a Chinese satellite navigation system."
21980,qnli,"In 1998–99, Manchester United added the 1999 Champions League title to their league and cup double to complete a unique Treble."
50954,qnli,Naturalist Conrad von Gesner (1516–1565) and herbalist John Gerard (1545–c.
32352,qnli,"Myocardial infarction (MI) or acute myocardial infarction (AMI), commonly known as a heart attack, occurs when blood flow stops to a part of the heart causing damage to the heart muscle."
30412,qnli,"Madonna Louise Ciccone (/tʃɪˈkoʊni/; Italian: [tʃikˈkoːne]; born August 16, 1958) is an American singer, songwriter, actress, and businesswoman."
11896,qnli,The Houston Dynamo are a Major League Soccer (MLS) franchise that has been based in Houston since 2006 after they won two MLS Cup titles in 2006 and 2007.
5611,qnli,"In 2002–03 Everton finished seventh, their highest finish since 1996."
49731,qnli,"Napoléon Bonaparte (/nəˈpoʊliən, -ˈpoʊljən/; French: [napɔleɔ̃ bɔnapaʁt], born Napoleone di Buonaparte; 15 August 1769 – 5 May 1821) was a French military and political leader who rose to prominence during the French Revolution and led several successful campaigns during the Revolutionary Wars."
