id,src,txt
79474,wiki,"Born in Frederikshavn, Bovin was the eldest son of a stone mason."
135630,wiki,"Mathis was born in Gainesville, Texas, and attended Gainesville High School, where he lettered in football, basketball, and track."
61316,wiki,We See Lights are an Edinburgh based Indie folk band.
25052,wiki,"Kohei Yamashita (山下 航平 Yamashita Kōhei, born September 6, 1994) is a Japanese triple jumper."
136837,wiki,"Jessamine Shumate was born to a tradesman and general store owner in Horsepasture, Virginia, Nathan Mortimer White and Ada Bassett White, who was an elementary school truant officer.  "
149859,wiki,"Hoes was born in Washington, DC, where he attended St. John's College High School."
179487,wiki,"The northern royal albatross was first described as Diomedea sanfordi by Robert Cushman Murphy, in 1917, based on a specimen from the Chatham Islands."
156664,wiki,"Fort Sidney is a historic fort located in Sidney, Nebraska, United States."
134616,wiki,"Andrew John Rogers AO QC (born 30 April 1933) is an Australian corporate and legal advisor, who was a Judge of the Supreme Court of New South Wales from 1979 to 1993.Rogers was educated at the Schweizerische Alpine Mittelschule in Davos, Switzerland, and Cranbrook School, Sydney."
82680,wiki,"Close was born in Columbus, Ohio and graduated from Worthington High School before attending the University of Michigan on a baseball scholarship.  "
