id,src,txt
119888,qqp,Non-Governmental Organizations (NGOs): Do people in Blue Cross of India consume meat?
87183,qqp,"Suppose in a given collection of 2016 integers, the sum of any 1008 integers is positive.Show that sum of all 2016 integers is positive?"
57896,qqp,What is the NTSE 2016 cutoff for Stage 1 Karnataka? This exam was conducted on 6/11/2016.
85303,qqp,A ball is thrown vertically upward with an initial speed of 15 m/s from 80 m above the ground. Assume free fall conditions. (a) What is the max height? (b) Determine the magnitude of the velocity at 40 m above ground. (c) At what speed does the ball strike the ground?
8511,qqp,"Were there any magazines similar to ""Playboy"" or ""Hustler"" in the 19th century?"
115744,qqp,"In civil aviation, is the departure time of a flight  when the airplane leaves the gate or when it takes off?"
151506,qqp,"What can be used as a substitute for baking soda in cakes, pastries, or other foods for fluffiness?"
103741,qqp,"Face Recognition: Is it possible to tell the race, gender or ethnicity of someone in a photo through software?"
94862,qqp,A point charge +Q is placed at a distance d/2 above the center of a square surface of side d. Find the electric flux through the square.
15855,qqp,Are there any players who have not scored a goal in their entire football career at top level?
