id,src,txt
16522,qqp,Is it possible to change college in 2nd year M.E course from Anna university main campus to any other university or college?
88722,qqp,"Does the radius of elliptical orbit of planets, or satellites decrease with time?"
71463,qqp,"A man dressed in all black is walking down a country lane. Suddenly, a large black car without any lights on comes round the corner and screeches to a halt. How did the car know he was there?"
157740,qqp,How politicians deposit Indian money in Swiss banks?
10201,qqp,Are mechanical engineers get satisfied in bank clerk job?
155507,qqp,How I register mobile number to my SBI account without visit any ATM & branch?
11360,qqp,Has technological advancement made some companies unable to stand in business with the world?
15865,qqp,Is a gravitational wave longitudinal or transverse?
87764,qqp,Did the aristocrats of the 17th and 18th century really speak as well as in the novels and plays?
160644,qqp,Do Walmart cameras see everyone who comes in and out of their stores? Can these be obtained to use in court?
