id,src,txt
40569,wiki,MLB's Chicago Cubs selected LeMahieu in the second round of the 2009 MLB draft with the 79th overall selection.
117025,wiki,Azerbaijani law does not provide for mandatory filtering or monitoring of Internet content.
116958,wiki,"While the government claims 85 percent of the population was online in 2013, service provider Baktelekom has provided free wifi zones in several points of Baku like the National Flag Square, the Boulevard, Old City, the park around the Heyder Aliyev Centre, parks of Sahil, Sabir, Samad Vurghun, Winter Park, as well as Port Baku Residence and Port Baku Mall.  "
55310,wiki,"Her maternal grandfather is Dr J. B. Danquah, a writer and prominent Ghanaian political figure, and she was the niece of actor Paul Danquah, about whom she has written in The Washington Post."
15225,wiki,"In May 1999, the Schneider Group is renamed Schneider Electric to clearly identify its expertise in the electrical field.2010: Schneider Electric launches a €70 million venture capital fund with Alstom to create Aster and to support innovative start-ups in the fields of energy and the environment."
85071,wiki,"The Cavaliers won the #1 draft pick in the 2014 Draft Lottery, making it the third time in four years they would win the lottery."
85061,wiki,"For the third straight year, the Cavaliers had two picks in the first round of the NBA draft."
132807,wiki,Launch of the Golden Asia Fund II by the Industrial Technology Investment Corporation (ITIC) of ITRI and Mitsubishi UFJ Capital (MUCAP) to enhance bilateral cooperation between Taiwan and Japan.2016:
180090,wiki,"On 14 August 1990, Pakistan Post Office issued a commemorative postage stamp in her honor in its 'Pioneers of Freedom' series."
63293,wiki,"She defeated Sally Peers, Anna Chakvetadze, fifth seed Samantha Stosur and Flavia Pennetta, the latter in three sets, to reach the quarter-finals of the Australian Open for the first time."
