id,src,txt
146002,qqp,"Do we have any real playboy here, who can share whats life of a playboy?"
114763,qqp,If you're a Quoran with millions of views & poor & they offer $/view but you become ordinary person forgetting all your knowledge would you accept it?
70369,qqp,I am mechanical engineering student and I wany to do preparing for IES then what we will do for best result?
133781,qqp,"Since we people here using Quora gonna die, how the life will look like in 100 years from now?"
89443,qqp,Am working as inside sales executive got a job in field sales. can I join there will it be helpful for my carrier?
88056,qqp,"Selling your soul to the devil. How did you feel after, what did it change in your life & daily life? Is it even possible to really sell your soul?"
50936,qqp,Something we did or didn't do in the past is taking atoll of our live after more than a decade we can't change it but why are we connecting or today with?
138363,qqp,How are the open tender notice/e-tender notice/notice inviting tender is implemented and executed which we daily observe in Newspapers?
25602,qqp,Can airport worker gives parking fine ticket in tennesse? I parked my car in depart for 10 mins to unload my friends package.
126700,qqp,If you satisfy all of a narcissists needs will he/she still cheat?
