id,src,txt
45954,books,"tex seems to have found a pretty good one , not much of a looker but hey , i have no problem seeing michelle nash on her back ."
112576,books,maybe aislin 's mirage protection spell is n't working anymore .
194007,books,"as little as i like politicians , this is definitely not helping ."
75346,books,"as little as i like politicians , this is definitely not helping ."
148857,books,there 's no sign of either party winding down any time soon .
35042,books,lucky for everyone involved it looks like mendoza 's uncle johnny has decided he 's too much trouble and maybe a stint in jail will do him some good .
23623,books,hotter and hotter .
3650,books,"okay , this was bad , really bad ."
1577,books,"regine says , not able to keep up with how fast he 's going ."
22004,books,they are going to throw us a party .
