id,src,txt
49770,books,i cant go any further unless you sign the form .
106698,books,the view was of rocky hills covered in dry native brush .
106967,books,"beth looked up from her mending , a little surprised ."
190725,books,"he had a due sense of diligence , and the doctor admired him for that ."
153296,books,was i wearing a dead woman 's clothes ?
14897,books,"her mahogany head bends briefly and maru hears a soft prayer to the lady , then she releases a whoosh of dragon fire on kilita ."
106436,books,he waited until there was enough daylight ; then he went back to his room and stared at the globe tersa had given him .
71880,books,"with this in mind , i packed my gear suitably for foot travel , including my pistol , and then climbed up the slope ."
176388,books,`` of course !
156464,books,"he had lived his lies for fourteen years , yet they still haunted him at night ."
