id,src,txt
69368,books,a sound he could build into a mournful and bluesy song .
21589,books,"one arm found its way up to drape over her head , her body bowed as she stretched her long legs out , one tweaked to the side ."
36945,books,a pair of arms snaked around her waist and a pair of lips pressed to the hollow where her throat and shoulder met .
124411,books,bring her everything she could want .
87257,books,"solitude , a pool , and all the fine wine he could drink ."
170173,books,super tight ones that clung to the contours of her shapely legs .
197950,books,"coloring the last fingernail , rachel set the timer and lowered the light over maryellen 's perfect pink nails ."
174734,books,you were singing while you were asleep .
72027,books,"you , your mother , jenks , even ivy ."
197565,books,slice her fruit .
