id,src,txt
31385,books,shy asked when i came to an uncertain halt .
116719,books,then i part my lips when rann frowns .
191725,books,he hesitated and his voice dipped lower when he finished .
121866,books,"he answered , his face a lot closer than was comfortable ."
49917,books,i elegantly stand like a lady and studiously stare with eyeballs at a golden-plated door knob still lovingly attached to part of a wrecked door while leaning a torso towards the broken wood .
164689,books,most exhausting maneuversaving your he cocks his skull to the right then chuckles like a silly clown and whispers into my eardrum .
132940,books,demetri cinches his lips as though he were restraining the urge to laugh .
94709,books,sheets can be washed .
139590,books,rann boasts into my right eardrum the chuckles like a silly cowboy as i fume with fury and .
185833,books,stockrooms filled with nonperishable goods and jugs of water and rice wine .
