id,src,txt
160167,books,"dallas ignores the baby angel while neck snapping his skull to bo , talking ."
50516,books,he grins with a devilishly smile swinging his skull at mccamy and sinfully proposes .
151874,books,rann and ty grab earlobes feeling the painful sharp flute tooting .
13986,books,"`` we got it dirt cheap , too , thanks to micha 's mom , '' she says and when i glance at her funny , she adds , `` an old friend of hers works out here as a realtor and she hooked us up with this place ."
173642,books,"good ole cam - not at all aware of her plan - suddenly approached and said , `` lydia 's just told me they said something about darryl ."
130078,books,"`` rick , whatever you have done to and for this girl is amazing ."
38704,books,"`` oh , brynne , hello , it 's me , sarah ."
189851,books,rann quickly grabs my right hand jogging out the pink villa into a bright yellow sunshine while we giggle and snigger like two little kids at elementary school playground recess .
182885,books,"`` i 'm going to go , kiera ."
28962,books,tok laughs and winks at rann .
