id,src,txt
30364,qnli,"In 2000[update], a total of 65,538 apartments (90.6% of the total) were permanently occupied, while 5,352 apartments (7.4%) were seasonally occupied and 1,444 apartments (2.0%) were empty."
23206,qnli,"The Somali Telecommunication Association (STA), a watchdog organization that oversees the policy development and regulatory framework of Somalia's ICT sector, reported in 2006 that there were over half a million users of internet services within the territory."
23814,qnli,Investment in the telecom industry is held to be one of the clearest signs that Somalia's economy has continued to develop.
2020,qnli,"According to the Somali Economic Forum, the number of internet users in Somalia rose from only 200 in the year 2000 to 106,000 users in 2011, with the percentage continuing to rise."
8363,qnli,"There were 27,573 or 21.4% who were born in the same canton, while 25,818 or 20.1% were born somewhere else in Switzerland, and 27,812 or 21.6% were born outside of Switzerland."
29355,qnli,"Street vendors play their trade from stalls in the tianguis as well as at non-officially controlled concentrations around metro stations and hospitals; at plazas comerciales, where vendors of a certain ""theme"" (e.g. stationery) are housed; originally these were organized to accommodate vendors formerly selling on the street; or simply from improvised stalls on a city sidewalk."
24776,qnli,"The original services of an inn are now also available at other establishments, such as hotels, lodges, and motels, which focus more on lodging customers than on other services, although they usually provide meals; pubs, which are primarily alcohol-serving establishments; and restaurants and taverns, which serve food and drink."
4541,qnli,"A number of medical colleges including Kathmandu Medical College, Nepal Medical College, KIST Medical College, Nepal Army Institute of Health Sciences, National Academy of Medical Sciences (NAMS) and Kathmandu University School of Medical Sciences (KUSMS), are also located in or around Kathmandu."
36269,qnli,"Consumers may buy in fixed indoor markets, mobile markets (tianguis), from street vendors, from downtown shops in a street dedicated to a certain type of good, in convenience stores and traditional neighborhood stores, in modern supermarkets, in warehouse and membership stores and the shopping centers that they anchor, in department stores, big-box stores and in modern shopping malls."
7805,qnli,"During the same year, there were 151 lower secondary classes with a total of 2,581 pupils."
