id,src,txt
145712,qqp,Which is the best college or university in Canada for studying masters or PG diploma in electrical engineering?
128378,qqp,Which actor has portrayed Batman best?
118994,qqp,Which are the best Bollywood movies which was released between 2010 and 2014?
11520,qqp,"9,18,15,45,41,164 what will next?"
89300,qqp,Which team will win the national title (Auburn or Florida State) and why?
86201,qqp,"What percentage of people with Hong Kong permanent residency are not PRC citizens, and specifically what percentage hold British Overseas passports?"
119925,qqp,Which American actor or actress has appeared in the most movies?
125168,qqp,Which printer first colour print Epson L365 or HP Gt 5820?
96751,qqp,"Which company provides the best broadband service in Badarpur, Delhi?"
92317,qqp,How Turks of Turkey people feel about Turks of Azerbaijan?
