id,src,txt
129260,qqp,"During election night, how do media organizations have the results (or projections) immediately after polls close?"
126180,qqp,Cinematography: Does the Black Magic Cinema Camera allow you to live capture footage straight into final cut pro or other editing software?
32590,qqp,"Do you think that Modern Standard Chinese relies too much on direct translations from English, rather than more contextual translations?"
76547,qqp,"I've been doing research on 2nd Screen sport predictive apps, and came across the Heineken Star Player App Does anyone know what happened to it more recently and what kind of impact it has made in 2012 and 2013?"
16628,qqp,Why are U.S. presidential elections held on the first Tuesday after the first Monday in November?
3131,qqp,"Had sex a week ago, the condom didnt break.been peeing a lot & having cramps. am I pregnant or my mind is playing tricks on me?"
107401,qqp,Why does the US military not use AK series rifles?
68418,qqp,"As of the end of 2010, what percentage of the US workforce has a high school diploma with no additional schooling?"
75424,qqp,LED driving lights in wet weather. Does it have a safer vision on wet roads?
54343,qqp,Would ISIS exist today if Saddam Hussein was still alive and in power?
