id,src,txt
140609,books,shes in her den .
150458,books,the silmarillion pp .
63413,books,"if youre reading this book and did not purchase it , or it was not purchased for your use only , then please return to your favorite ebook retailer and purchase your own copy ."
138188,books,i hunt things .
100093,books,i 've got a little girl to protect .
435,books,"chapter 28 ilyana : after i wash the last two days off of my skin and throw on my uniform of jeans and a tank top , i am surprised to find lizzy already waiting for me outside of my dressing room ."
73804,books,"if youre reading this book and did not purchase it , or it was not purchased for your use only , then please return to smashwords.com and purchase your own copy ."
138534,books,"if youre reading this book and did not purchase it , or it was not purchased for your use only , then please return to smashwords.com and purchase your own copy ."
161794,books,i am here to stake my claim to vontaura .
159532,books,"my hands wind around his back and i stab my nails into his shoulder blades , grasping onto him ."
