id,src,txt
11989,wiki,"As a batsman, he was a fine free-hitter, especially forward and to the leg side, and made excellent scores for his county, especially in and about 1861."
194598,wiki,"× 1–2.6 mm, ovate-elliptic, the apex acuminate, moderately pubescent abaxially with almost exclusively glandular unbranched multicellular erect hairs, densely pubescent adaxially with very small glandular hairs with 1-celled stalks; calyx accrescent in fruit, the lobes up to 8 mm long, equal to or exceeding the berry at maturity."
117861,wiki,"Born in Accra to Mercy Dadzie and Anfoh Assan, Assan attended Kaneshie West 2 JSS."
194591,wiki,Stems moderately to densely pubescent with multicelled unbranched erect glandular hairs ca.
194595,wiki,"Inflorescencessessile, lateral, extra-axillary or subopposite the leaves, unbranched, with 1–4 flowers, the axes with pubescence like that of the stems; peduncles absent; rachis very short; pedicels 6–10 mm in flower, 7–14 mm in fruit, almost contiguous, articulated at the base."
132162,wiki,"Ayew later warned the Ghana Football Association that he was on the verge of representing France at international level, stating, ""At this moment there is only one choice to make because I have only received an invitation from one country and that is France."
189317,wiki,"He signed a five-year contract, with manager Glenn Hoddle remarking ""He is a player who will add definite striking quality to our squad and is a young player of proven ability."
194594,wiki,"Leaves simple, the blades 1–4 × 1–3 cm, ovate-elliptic to cordiform, chartaceous to membranaceous, sparsely to moderately pubescent on both sides with 1–2-celled unbranched erect eglandular hairs, these denser on the primary and secondary veins; venation camptodromous, with the primary and one pair of secondary veins emerging from the leaf base (sometimes just one, in the case of an asymmetric base), the primary and secondary veins barely visible to the naked eye, slightly prominent abaxially and less visible adaxially; base attenuate to cordate, slightly decurrent into petiole; margins entire, ciliate with hairs like those of the blade; apex acute to attenuate; petioles 0.5–2.2 cm long, with pubescence similar to that of the stems but with fewer eglandular hairs."
97599,wiki,"Woolfenden was born in Ipswich and educated at Westminster Abbey Choir School, London, and Whitgift School, Croydon."
173188,wiki,"He then resolved to return to his native country, and left Rome for Flanders, but at St. Omer he was taken ill and died in Saint-Omer's College on 17 April 1626.He edited the posthumous reply of Father Parsons to Dr. William Barlow, bishop of Lincoln, entitled ' A Discussion of Mr. Barlowes Answer to the Book entitled the Judgment of a Catholic Englishman concerning the Oath of Allegiance,' St. Omer, 1612, 4to."
