id,src,txt
35210,qnli,Summers tend to be warm and humid at times with periodic rainfall so they are ideal for pastures and grazing.
32835,qnli,"The inland parts of northern Greece, in Central Macedonia and East Macedonia and Thrace feature a temperate climate with cold, damp winters and hot, dry summers with frequent thunderstorms."
24216,qnli,"Born in 1926, Harper Lee grew up in the Southern town of Monroeville, Alabama, where she became close friends with soon-to-be famous writer Truman Capote."
54141,qnli,"Other major pollution problems in Melbourne include levels of bacteria including E. coli in the Yarra River and its tributaries caused by septic systems, as well as litter."
17815,qnli,"The birds have also suffered from the introduction of mammals such as rats, cats, pigs and goats, as well as from introduced competitors such as common blackbirds and crimson rosellas."
34629,qnli,"The coastal plains of the Persian Gulf and Gulf of Oman in southern Iran have mild winters, and very humid and hot summers."
23807,qnli,"There are also numerous parks administered by London's borough Councils, including Victoria Park in the East End and Battersea Park in the centre."
38203,qnli,"Much of the lowland in this area is devoted to dairy farming and cheesemaking, whereas the higher ground is more suitable for sheep, and the highest ground is uncultivated moorland."
40052,qnli,"This has led to the development of many mixed-species feeding flocks, which are usually composed of small numbers of many species; these flocks provide safety in numbers but increase potential competition for resources."
29957,qnli,"The northern and southern reaches of the desert, along with the highlands, have areas of sparse grassland and desert shrub, with trees and taller shrubs in wadis where moisture collects."
