id,src,txt
10739,qnli,"In the Southern Russian dialects, instances of unstressed /e/ and /a/"
44747,qnli,"In Central Catalan, unstressed vowels reduce to three: /a"
35978,qnli,"For example, when short jat is preceded by r, in most Ijekavian dialects developed into /re/ or, occasionally, /ri/."
6595,qnli,"In Western Catalan, unstressed vowels reduce to five: /e ɛ/ > [e]; /o ɔ/ > [o]; /a"
36453,qnli,"(1-33, WAVE DASH), heavily used in legacy database data, to either U+FF5E ～"
18542,qnli,Benito Juárez borough had the highest HDI of the country (.9510) followed by Miguel Hidalgo which came up 4th nationally with a HDI of (.9189)
27146,qnli,"There were aspirated stops at three places of articulation: labial, coronal, and velar /pʰ"
1541,qnli,"In Eastern Catalan (except Majorcan), unstressed vowels reduce to three: /a"
24409,qnli,"Besides the absence of vowel reduction, some dialects have high or diphthongal /e"
37678,qnli,The Northern Russian dialects and those spoken along the Volga River typically pronounce unstressed /o/
