id,src,txt
176456,wiki,"Between 1984 and 1987 he was a representative of the AA, and was on the board of the International Ásatrú-Odinic Alliance (IAOA), and chosen the first honorary IAOA Allsherjargoði for the three-year period."
77723,wiki,A mausoleum at the cemetery was built in 1919.
145430,wiki,"Notable examples include the Sinn Féin's participation in the Northern Ireland Executive since 1999, the New Flemish Alliance's participation in the Federal Government of Belgium since 2014, and Lega Nord's participation in the Italian government in 1994, 2001–2006 and 2008–2011.Examples of regional parties that do not generally campaign for greater autonomy or federalism include most provincial parties in Canada, most regional and minority parties in Europe, notably including the Christian Social Union in Bavaria (Germany), most parties in Belgium, most parties in Northern Ireland, the Istrian Democratic Assembly in Istria and the Alliance of Primorje-Gorski Kotar in Primorje-Gorski Kotar (both counties of Croatia), and most political parties in India."
77618,wiki,To Your New Step Mummy.
131111,wiki,"He was an unsuccessful candidate for the Michigan Supreme Court in 1887.In November 1893, Griffin was elected a Democrat from Michigan's 1st congressional district to the Fifty-third Congress to fill the vacancy caused by the death of John Logan Chipman, serving from December 4, 1893 to March 3, 1895.  "
70000,wiki,They continued building until 1547 when the church was finished in its current shape.
130695,wiki,"With the remaining savings, he also was able to open his own fruit stand and peanut roaster."
73298,wiki,This pre-expedition gave Guevara a taste of what would be experienced in his more extensive South American travels.
102642,wiki,"The name of the artist is unknown, but it may have been carved by William Pashley of Harrogate and Leeds, who also carved some roundels in Leeds Minster."
165857,wiki,"On June 12, ""Infra-Red"" was released as the band's second single from the album."
