id,src,txt
187683,wiki,Nilsson moving from 16th to second and Jones progressed from his 14th grid position to fourth.
16214,wiki,"Kyle Busch got loose in turn 1, tagged the wall in 2 with the right-rear corner panel, came down and clipped Clint Bowyer and sent him head first into the backstretch wall."
100840,wiki,"After being hit from behind, Barrichello's left front tyre impacted with the right-hand sidepod of Webber's car which half-spun the Australian into the BMW Sauber of Heidfeld."
121714,wiki,Immigrants from Taiwan settled in North York because of the public school system.
121684,wiki,"In particular, many ethnic communities in Los Angeles moved to the nearby San Gabriel Valley, especially Monterey Park.  "
10806,wiki,Wollebæk went to school in Drammen and Lillehammer.
151513,wiki,"It was originally speculated that they settled the Chathams direct from Polynesia, but it is now widely believed they were disaffected Maori who emigrated from the South Island of New Zealand."
100842,wiki,"At turn three, Massa attempted a move down the inside of Rosberg, forcing the German off course and as a result, falling behind the Brazilian."
149498,wiki,These racial naturalization requirements necessitated the more concrete ideation of the category of “Asian” as distinct from white so immigrants could be rejected on the basis of race instead of national origin.  
118840,wiki,"Cytotaxonomy is branch of taxonomy,which uses the characteristics of cellular structures,such as somatic chromosome to classify organism."
