id,src,txt
3131,qqp,"Had sex a week ago, the condom didnt break.been peeing a lot & having cramps. am I pregnant or my mind is playing tricks on me?"
47454,qqp,You doing a lots of hardwork and if other is not do work than you fall of exam and other is pass that exam than what to do?
140426,qqp,Free dog training ebooks download?
94815,qqp,My colleague humiliated me & my boss showed apathy towards the matter. Finally I left job as I was unable to bear. I am coward & I could do nothing?
52448,qqp,Did Yamaha stop the production of R15 V2.0 after the launch of R15S?
77853,qqp,"I really wanted to join IAF as Pilot but due to age limit I cannot, now GD is d only option, as ppl say IAF is biased towards pilots is that true?"
120712,qqp,"Black Panther vs. Captain America, who would win & why?"
71095,qqp,Are there people in the world who dont know and dont care about how old they are?
57421,qqp,R15 for city rides and touring?
76533,qqp,How hard it is to get a good job as a physian in India.Ihave 25 years experience mostly abroad.
