id,src,txt
61062,wiki,Central and western Balochistan drains towards the south and the southwest into the Arabian Sea.
157511,wiki,"It is to be noted that bluegill's precise coloration will vary from population to population - for example, bluegill in one pond could be almost black, while bluegill in another pond may be pale tan."
43870,wiki,"Except for Dundee, which was a two-seat constituency, each Scottish constituency represented a seat for one MP."
152100,wiki,"It may also be observed, that the rays effective in destroying a given tint, are in a great many cases, those whose union produces a color complementary to the tint destroyed, or, at least, one belonging to that class of colors to which such complementary tint may be preferred."
86033,wiki,"She was sired by Reveller,  a Yorkshire champion whose wins included the St Leger Stakes in 1818 and many other long-distance races on Northern courses."
9806,wiki,Movies marked with a dagger (†) won the Academy Award for Best Production Design.
110708,wiki,"Services began to Clifton Down on 1 October 1874.The initial service provided by the Midland Railway was between Clifton Down, Fishponds and Mangotsfield, where passengers could change for services to Bath, Birmingham and other Midland destinations."
43863,wiki,"Except for Edinburgh, Dundee and Glasgow, each Scottish constituency represented a seat for one MP."
176921,wiki,"The deficiency of a finite presentation <S | R> is just |S| − |R| and the deficiency of a finitely presented group G, denoted def G, is the maximum of the deficiency over all presentations of G.  The deficiency of a finite group is non-positive.  "
176899,wiki,"Every finitely presented group is recursively presented, but there are recursively presented groups that cannot be finitely presented.  "
