id,src,txt
10186,qqp,What is the equivalent of Acorns (app) in Canada?
81833,qqp,What are some reviews for Sons of Anarchy?
161082,qqp,What is the best to do list app?
123239,qqp,What is your worst habit?
3255,qqp,Is there an inpatient Drug and Alcohol Rehab Center in San Mateo County California?
43081,qqp,What is included in a factual description of an event?
46054,qqp,How can I reduce tummy fat?
82489,qqp,What is the most efficient way to transfer money to Brazil?
19206,qqp,"I'm 17 and I have my first girlfriend; she has had several boyfriends before me, and she's not a virgin. That doesn't bother me, but when I think about her having sex with the last guy, who she was really in love with, I feel really insecure. How can I overcome this feeling?"
79689,qqp,Do Indians still thinks of Nitish Bharadwaj while they worship lord Krishna?
