id,src,txt
161286,wiki,Vasumathi obstructs Narakasura and he runs a chariot over her.
114506,wiki,"After his death, his son Pablo Larios (1862 – 1938) inherited it."
114072,wiki,"With no experience driving an RV or handling a video camera (let alone editing footage for a documentary) and no contacts for setting up interviews, the friends relied on perseverance, dedication to making the road-trip work, and their genuine belief in wanting to find their own road in life in order for the trip to be successful."
79000,wiki,"He pitched six innings, allowing two earned runs on four hits, with no strikeouts."
59996,wiki,The audiography was done by M. R. Rajakrishnan and the film's dubbing was done in Four Frames Recording Studio in Chennai.
28759,wiki,"The museum has two clear lines of sight, each commencing with an entrance."
45330,wiki,"She added that both Cara and Raf were ""strong-minded""."
139753,wiki,"Easily Recognizing Image Edits -- Where an original image and an edited image are both in hand, the Van Hare Effect provides a way to spot the edits that have been made simply by comparing the original and the edited image side-by-side with the cross-eyed viewing."
29143,wiki,"Pustertaler cattle originate from an area that includes the Pustertal and its tributary valleys, and the eastern parts of the Eisacktal or Isarco valley."
123287,wiki,"Cinematography was handled by N. Balakrishnan, and the editing by N. R. Kittu."
