id,src,txt
121407,books,"baxter goes first , then you ."
96732,books,"chapter two lila i 'm sitting on the couch alone , wearing a towel , stunned and slightly ashamed of myself ."
78764,books,chapter 17 miranda the eighth month of my pregnancy went by so slow .
123156,books,"read more about rubicon ranch at www.rubiconranch.wordpress.com chapter 1 : melanie gray by pat bertram melanie gray dressed all in whiteloose cotton pants , billowing long-sleeved top , wide-brimmed straw hat , flowing scarf ."
20521,books,*** hailey was waiting for me in the lobby when levi dropped me off .
64907,books,"palto addressed the rholians , if you have not prepared yourself to leave already then do so now ."
59589,books,chapter one it was hard for cassandra armstrong to love a man who did n't remember her .
22566,books,"those in the front row stand with their backs straight and their hands folded together , resting at the pelvis ."
67461,books,"ryan tries to get me to stop , but i continue ."
73290,books,"pird continued , but you need to come here !"
