id,src,txt
113741,qqp,"What is a ""maker""?"
35346,qqp,"I am tired of saying ""I appreciate it."" What else can I say instead?"
24722,qqp,Who is the saddest person on the earth and why?
6932,qqp,A value-returning method can also be invoked as a statement in Java. What does this mean?
158276,qqp,What GATE rank is required to get into PSUs?
105003,qqp,How can I read data from a text file in JSP using NetBeans?
160452,qqp,Who is the richest young person in Africa?
146982,qqp,How can I get my passport online?
138709,qqp,What does hyper threading do for a computer?
132223,qqp,Why did you get divorced?
