id,src,txt
192454,books,"even as the dragon grabbed him firmly around the waist and rose into the air after celly and the other dragoons , leon protested that it was stupid to bring him along ."
47654,books,"greldik asked carefully , clearly not wanting to aggravate the old man further ."
46805,books,"and yet , despite his growing frustration and anger with her , she still felt soright , and heknew if she could have a little more time to mature , shewould be the queen dena nehele so desperately needed ."
108452,books,"though not one word of the matter had ever passed between them , they knew that the memories the old man had of this house needed to be changed -not erased certainly , for no power on earth could erase belgarath 's memories of his wife , but rather they needed to be altered slightly so that this thatched cottage might also remind the old man of happy hours spent here , as well as that bleak and terrible day when he had returned to find that his beloved poledra had died ."
159906,books,"`` eli , '' he greeted sarehl ."
130724,books,"`` gaius has never revealed a desire for material possessions , '' nefri pointed out , although he sensed she was as startled as he was by their stark surroundings ."
57764,books,"braulor struggled , wiping mud from his eyes , trying to get a clear look ."
28614,books,"`` we needed some more horses , '' garion replied tersely , handing the reins of the captured mounts to toth ."
73958,books,"'gold , ' bevier shrugged , 'and women , and your herds . '"
143471,books,errand said wistfully .
