id,src,txt
5819,qnli,"As of November 2008, 67% of registered voters in the city are Democrats."
32659,qnli,"In the United States, the practice of racial profiling has been ruled to be both unconstitutional and a violation of civil rights."
22599,qnli,"The city center is in the 3rd District, represented by Raul Grijalva, a Democrat, since 2003, while the more affluent residential areas to the south and east are in the 2nd District, represented by Republican Martha McSally since 2015, and the exurbs north and west between Tucson and Phoenix in the 3rd District are represented by Democrat Ann Kirkpatrick since 2008."
44438,qnli,The Catholic church of St. Francis of Assisi is situated at 135–139 West 31st Street.
57704,qnli,"Guam is served by the Antonio B. Won Pat International Airport, which is a hub for United Airlines."
48730,qnli,"The tallest building in Uptown is the 64-floor, 901-foot (275 m)-tall, Philip Johnson and John Burgee designed landmark Williams Tower (known as the Transco Tower until 1999)."
13603,qnli,"Zinc mines at Zawar, near Udaipur in India, have been active since the Mauryan period."
58532,qnli,21.4% of the population and 16.0% of families are below the poverty line.
53937,qnli,"Guam elects one non-voting delegate, currently Democrat Madeleine Z. Bordallo, to the United States House of Representatives."
23338,qnli,"The last Republican to hold the office is Ron Castille, who left in 1991 and is currently the Chief Justice of the Pennsylvania Supreme Court."
