id,src,txt
39739,qnli,"According to MSNBC critic Tony Sclafani, ""Madonna's vocals are the key to her rock roots."
27961,qnli,"Turner Classic Movies also airs regularly scheduled weekly film blocks, which are periodically preempted for special themed month-long or seasonal scheduling events, such as the ""31 Days of Oscar"" film series in the month preceding the Academy Awards and the month-long ""Summer Under the Stars"" in August; all featured programming has their own distinctive feature presentation bumper for the particular scheduled presentation."
22536,qnli,"Local train services operate in the central, southern and eastern sections of the city and are operated by South West Trains, with stations at Swaythling, St Denys, Millbrook, Redbridge, Bitterne, Sholing and Woolston."
10662,qnli,"The Swiss Federal budget had a size of 62.8 billion Swiss francs in 2010, which is an equivalent 11.35% of the country's GDP in that year; however, the regional (canton) budgets and the budgets of the municipalities are not counted as part of the federal budget and the total rate of government spending is closer to 33.8% of GDP."
4759,qnli,"During April 2009, U.S. Federal Reserve vice-chair Janet Yellen discussed these paradoxes: ""Once this massive credit crunch hit, it didn’t take long before we were in a recession."
39794,qnli,"In the 2000 Census Oklahoma City's age composition was 25.5% under the age of 18, 10.7% from 18 to 24, 30.8% from 25 to 44, 21.5% from 45 to 64, and 11.5% who were 65 years of age or older."
17781,qnli,"Partly to allow these interstitials, Turner Classic Movies schedules its feature films either at the top of the hour or at :15, :30 or :45 minutes past the hour, instead of in timeslots of varying five-minute increments."
592,qnli,"According to the White House, ""This corridor [currently] has one train per day connecting communities in Connecticut and Massachusetts to the Northeast Corridor and Vermont."
18536,qnli,"During deep NREM sleep, also called slow wave sleep, activity in the cortex takes the form of large synchronized waves, whereas in the waking state it is noisy and desynchronized."
34471,qnli,"According to Thomas DeGregori, an economics professor at the University of Houston, in an article published by the Cato Institute, a libertarian think-tank operating in Washington D.C., ""it is clear that technological and economic change are vital ingredients in getting children out of the workplace and into schools."
