id,src,txt
33532,qnli,"The minority view of August Weismann, that natural selection was the only mechanism, was called neo-Darwinism."
6434,qnli,"When this plot failed in 133 BC, Emperor Wu launched a series of massive military invasions into Xiongnu territory."
21402,qnli,The difference in the above factors for the case of θ=0 is the reason that most broadcasting (transmissions intended for the public) uses vertical polarization.
2575,qnli,"His maternal ancestors were of Scottish and English descent, and his maternal grandfather James Grant Forbes II was a member of the Forbes family, while his maternal grandmother Margaret Tyndal Winthrop was a member of the Dudley–Winthrop family."
21561,qnli,"John did not provide a great deal of money for his wife's household and did not pass on much of the revenue from her lands, to the extent that historian Nicholas Vincent has described him as being ""downright mean"" towards Isabella."
11918,qnli,"The original Macintosh OS, Apple DOS, and ProDOS, on the other hand, used carriage return (CR) alone as a line terminator; however, since Apple replaced these operating systems with the Unix-based OS X operating system, they now use line feed (LF) as well."
8579,qnli,"There are 11 fraternities and 9 sororities, with approximately 35% of the student body being involved in Greek life."
23904,qnli,"The bill was passed following consultations between government representatives and communications, academic and civil society stakeholders."
16515,qnli,"By the time he realized what kind of a force he was opposing, it was too late."
26292,qnli,"The total range of countries is in fact the same as the State Department's Near East, but the names do not correspond."
