id,src,txt
190070,wiki,Glenn Close portrayed Cruella de Vil in the 1996 film 101 Dalmatians and its 2000 sequel 102 Dalmatians.
186536,wiki,"The Lasher-Davis House, Ehle House Site, Peter Ehle House, Reformed Dutch Church of Stone Arabia, Jacob Nellis Farmhouse, Nelliston School, Waterman-Gramps House, Walrath-Van Horne House, and Nelliston Historic District are listed on the National Register of Historic Places."
30562,wiki,"Incumbent Democratic Congressman Ben Ray Luján has represented this liberal district based in northern New Mexico since he was first elected in 2008 to replace outgoing Democratic Congressman Tom Udall, who successfully ran for Senate."
135089,wiki,"According to the Köppen climate classification system, Winters has a humid subtropical climate, Cfa on climate maps."
156221,wiki,"Barbara Bush Elementary School in the Parkway Villages neighborhood in Houston, operated by the Houston Independent School District, is named after her."
146726,wiki,"Singer-songwriter Ruarri Joseph covered Rodriguez's song ""Rich Folks Hoax"" for his third studio album."
37823,wiki,Glapwell colliery closed in the 1970s and the site is owned by a private company manufacturing industrial fencing.
54744,wiki,"The nearby Ballinderry railway station, which opened on 13 November 1871, is currently closed."
66787,wiki,Another type of Stone Age artefact that is sometimes excavated is the bâton de commandement.
53158,wiki,Staneydale Temple near Bixter is a large Neolithic ruin containing an oval chamber.
