id,src,txt
84199,qqp,Is linear momentum conserved during the collision of two bodies from opposite direction as it is conserved during the collision from same direction?
87187,qqp,"If earth starts rotating the reverse manner, i.e clockwise, do we have to measure the time in anti-clockwise direction?"
69314,qqp,Is Liszt's Sonata in B minor considered to be as great a work as the greatest Beethoven sonatas?
48251,qqp,Can Shia faith be described as an offshoot of Islam but separate religion similarly to Christianity and Judaism?
36501,qqp,"If God exists, is it possible to control him(God)?"
77455,qqp,Is online gambling legal in Estonia?
92447,qqp,"If w is one of the complex cube roots of unity, how can we show that 1+w equals 1?"
137219,qqp,"If Ramayana and Mahabharath are real events, can Rama and Krishna's lineage be traced?"
153004,qqp,"Is the sun, and are other stars, in motion?"
75902,qqp,"Is corn a fruit, vegetable, seed, or grass?"
