id,src,txt
141455,qqp,How do I get over the fact that I'll never be able to afford buying a house anywhere near London?
101406,qqp,Why do we use n-hexane in thin layer chromatography?
109649,qqp,What is Bosnia and Herzegovina?
143962,qqp,What adult rights do you have at 16 in Scotland if it's the age of majority in that country?
51003,qqp,Can you give two examples of an ionic compound?
45010,qqp,What home ingredients could you vape?
1164,qqp,What are some tips on making it through the job interview process at Cooper-Standard?
137962,qqp,What is the difference between earth ground and circuit ground?
77507,qqp,Furniture: Where can I find industrial metal table legs for a custom dining table?
151012,qqp,Is it really worth creating a LinkedIn profile if you want a new job?
