id,src,txt
8678,qnli,The first beer pump known in England is believed to have been invented by John Lofting (b. Netherlands 1659-d.
37213,qnli,The Middle Triassic spans from 247 million to 237 million years ago.
12121,qnli,"However, one study has suggested that the early-middle Jurassic plant Schmeissneria, traditionally considered a type of ginkgo, may be the earliest known angiosperm, or at least a close relative."
26502,qnli,"On 18 September, Stalin dispatched General H. M. Zakharov to Korea to advise Kim Il-sung to halt his offensive around the Pusan perimeter and to redeploy his forces to defend Seoul."
30681,qnli,"John Forbes Kerry was born on December 11, 1943 in Aurora, Colorado, at Fitzsimons Army Hospital."
47922,qnli,The Late Triassic spans from 237 million to 200 million years ago.
45383,qnli,2000 BC.
11137,qnli,"Following the evolution of the seed habit, seed plants diversified, giving rise to a number of now-extinct groups, including seed ferns, as well as the modern gymnosperms and angiosperms."
20310,qnli,"Apollo as a handsome beardless young man, is often depicted with a kithara (as Apollo Citharoedus) or bow in his hand, or reclining on a tree (the Apollo Lykeios and Apollo Sauroctonos types)."
654,qnli,"On September 28, First Secretary of the Communist Party of the Ukraine Volodymyr Shcherbytsky, a holdover from the Brezhnev era, was replaced by Vladimir Ivashko."
