id,src,txt
184378,wiki,"The Women's Executive Network included Sheriff on their list of Canada's Top 100 Most Powerful Women on three different occasions, and inducted her into its Top 100 Women Hall of Fame in 2007."
42637,wiki,"He was in a 1970 German television series called On the Trail of Johnny Hilling, Boor and Billy, shown in the former West Germany."
152432,wiki,"The acoustics were designed by Yasuhisa Toyota who installed about 10,000 individually microshaped drywall plates to disperse sound waves."
3428,wiki,"According to We Charity creed, volunteering and service to society should be integrated into daily life."
93674,wiki,Chicks do a series of sips when they sing.
180282,wiki,"At 02:00 CET, on 31 May 1916, I Scouting Group departed the Jade estuary; Lützow, Hipper's flagship, was the leading vessel, followed by her sister Derfflinger, Seydlitz, Moltke, and Von der Tann."
90208,wiki,"It is the lowest part of the drill string, extending from the bit to the drill pipe."
77825,wiki,The song describes Alexander Hamilton and his wife Eliza's grief as they try to accept their son Philip's death.
160740,wiki,"The Post Office restarted on February 6, 1890, with Anderson Hatfield as the postmaster."
145905,wiki,The perpetrators would later be found not guilty.
